"","sentiment","n","percent"
"1","anger",4253,12.86
"2","anticipation",4585,13.86
"3","disgust",1479,4.47
"4","fear",5422,16.39
"5","joy",2783,8.41
"6","sadness",7209,21.79
"7","surprise",1878,5.68
"8","trust",5472,16.54
